owner_or_insured_id,Age,Gender,Education_Level
7111,44,F,Primary_or_below
6465,20,F,Primary_or_below
7475,54,F,Secondary
10021,74,M,Tertiary
4106,20,M,Primary_or_below
8557,26,M,Secondary
7675,73,F,Primary_or_below
1782,33,M,Tertiary
7402,63,M,Secondary
8036,23,F,Primary_or_below
3858,46,F,Primary_or_below
8687,62,M,Primary_or_below
8779,66,M,Primary_or_below
9380,69,M,Secondary
8398,68,F,Secondary
8412,18,F,Secondary
6783,18,M,Primary_or_below
8732,54,F,Secondary
9809,44,M,Tertiary
2560,28,F,Primary_or_below
9099,79,F,Primary_or_below
4961,42,F,Primary_or_below
10952,35,F,Primary_or_below
9317,52,M,Tertiary
9993,76,M,Secondary
5474,35,F,Secondary
10505,75,F,Tertiary
3701,80,M,Secondary
9252,79,F,Primary_or_below
4868,49,M,Primary_or_below
6217,75,F,Primary_or_below
10761,71,F,Secondary
7022,34,M,Tertiary
7710,33,F,Secondary
5234,28,M,Secondary
2551,27,F,Primary_or_below
10304,49,F,Secondary
10206,33,M,Tertiary
9917,62,F,Tertiary
3291,55,F,Primary_or_below
6343,56,F,Primary_or_below
10310,25,F,Primary_or_below
10631,23,M,Tertiary
7865,63,M,Tertiary
1990,53,F,Tertiary
9618,32,M,Tertiary
10866,40,F,Secondary
5247,38,M,Primary_or_below
4354,40,F,Primary_or_below
3677,79,F,Tertiary
7133,43,F,Primary_or_below
6819,79,F,Secondary
10718,26,M,Tertiary
2519,22,F,Tertiary
7314,32,M,Tertiary
9313,74,F,Tertiary
10176,47,M,Primary_or_below
2036,31,F,Primary_or_below
3484,52,M,Secondary
9661,70,M,Primary_or_below
3782,35,F,Secondary
3829,62,F,Tertiary
3840,51,M,Tertiary
3609,44,M,Secondary
4730,46,M,Secondary
9787,38,M,Secondary
10233,75,M,Tertiary
9419,68,M,Secondary
1809,79,M,Secondary
8441,44,M,Primary_or_below
9788,75,F,Secondary
6868,56,F,Primary_or_below
10364,27,F,Primary_or_below
4334,46,F,Tertiary
10627,31,F,Secondary
3631,52,M,Primary_or_below
8882,34,M,Tertiary
2023,42,F,Tertiary
4428,41,M,Primary_or_below
4686,23,F,Tertiary
8775,59,F,Primary_or_below
1424,26,F,Primary_or_below
7231,27,M,Tertiary
10604,69,M,Secondary
10684,68,M,Primary_or_below
3607,59,F,Primary_or_below
6762,55,F,Primary_or_below
1941,36,F,Secondary
5724,80,F,Tertiary
1924,36,F,Tertiary
2160,55,F,Secondary
5300,27,M,Secondary
9061,36,M,Secondary
5305,54,F,Primary_or_below
2787,39,F,Tertiary
8834,58,F,Tertiary
8938,70,M,Primary_or_below
5310,43,F,Primary_or_below
3647,59,M,Tertiary
5792,56,F,Secondary
5778,62,F,Tertiary
5159,70,F,Tertiary
1606,43,M,Primary_or_below
1002,56,M,Tertiary
10514,49,M,Secondary
1946,65,F,Secondary
4723,23,M,Tertiary
6672,28,M,Primary_or_below
7438,65,F,Primary_or_below
6386,46,M,Tertiary
9299,66,F,Tertiary
4640,71,M,Tertiary
5099,32,F,Tertiary
2272,36,F,Tertiary
4277,56,F,Secondary
7334,50,F,Tertiary
7454,27,M,Secondary
7494,51,F,Primary_or_below
5084,69,F,Tertiary
5544,30,F,Primary_or_below
4542,79,F,Tertiary
7785,65,F,Primary_or_below
10366,34,F,Primary_or_below
1712,79,F,Secondary
7914,24,M,Tertiary
1166,26,M,Secondary
6427,59,M,Primary_or_below
9508,64,F,Tertiary
8411,42,F,Secondary
7856,50,M,Primary_or_below
8456,25,F,Tertiary
5246,29,M,Tertiary
8606,28,M,Secondary
1776,27,M,Primary_or_below
9424,23,M,Primary_or_below
3471,58,M,Secondary
5243,35,M,Secondary
4456,80,M,Primary_or_below
9115,47,F,Tertiary
9694,37,F,Tertiary
9738,18,M,Secondary
9389,70,F,Primary_or_below
9964,33,M,Tertiary
1985,28,M,Tertiary
2920,37,M,Tertiary
1351,34,M,Tertiary
10574,30,F,Primary_or_below
10628,43,F,Tertiary
8401,20,M,Primary_or_below
1026,56,M,Primary_or_below
3228,40,M,Secondary
10610,21,F,Secondary
9435,63,M,Tertiary
10722,73,F,Primary_or_below
6528,41,F,Primary_or_below
10962,40,F,Primary_or_below
3698,44,M,Secondary
1178,69,M,Primary_or_below
6167,64,M,Primary_or_below
3202,80,M,Secondary
5083,25,F,Secondary
1352,55,F,Primary_or_below
2353,54,M,Tertiary
1492,61,M,Tertiary
9819,80,M,Primary_or_below
1753,45,F,Tertiary
8561,27,M,Tertiary
6648,26,M,Primary_or_below
6690,22,M,Tertiary
10521,34,M,Secondary
4539,22,F,Primary_or_below
1905,62,F,Primary_or_below
3683,48,M,Secondary
2765,71,M,Tertiary
3980,34,F,Primary_or_below
2164,27,M,Secondary
5994,19,M,Primary_or_below
10276,44,F,Secondary
6493,49,M,Tertiary
9479,68,M,Secondary
10735,63,F,Tertiary
10261,54,M,Tertiary
2128,31,F,Tertiary
2638,70,M,Tertiary
2664,62,F,Secondary
2768,19,M,Tertiary
8301,25,F,Primary_or_below
5676,53,F,Primary_or_below
3075,31,M,Tertiary
5699,24,F,Tertiary
5518,33,M,Secondary
5000,54,F,Primary_or_below
7546,73,M,Secondary
7107,67,M,Tertiary
9129,62,F,Tertiary
3275,36,F,Secondary
3736,63,M,Tertiary
10311,32,M,Secondary
2821,60,M,Tertiary
3979,66,F,Primary_or_below
4096,51,M,Tertiary
7032,48,F,Secondary
2422,19,F,Secondary
4274,65,F,Tertiary
1570,20,M,Secondary
3639,48,F,Secondary
4645,57,M,Secondary
7817,75,F,Primary_or_below
4098,47,F,Tertiary
5061,66,F,Primary_or_below
8613,19,F,Secondary
3020,29,F,Secondary
5342,78,F,Secondary
2915,53,F,Secondary
3188,36,F,Tertiary
1750,75,F,Primary_or_below
5133,48,M,Tertiary
10666,67,M,Secondary
9219,54,M,Primary_or_below
5555,55,F,Tertiary
1915,43,F,Tertiary
8981,62,M,Primary_or_below
8047,79,M,Tertiary
3244,49,M,Tertiary
8863,62,F,Primary_or_below
6568,28,M,Tertiary
10237,37,M,Primary_or_below
6581,27,M,Tertiary
6329,51,M,Tertiary
6874,27,M,Tertiary
6910,44,M,Secondary
4179,20,F,Secondary
4597,72,M,Tertiary
10117,55,F,Tertiary
7142,27,M,Tertiary
6816,25,F,Tertiary
5199,58,M,Tertiary
3380,26,F,Primary_or_below
2612,80,F,Tertiary
2563,49,M,Tertiary
3150,69,F,Tertiary
7531,51,F,Secondary
7347,40,F,Secondary
10138,61,M,Primary_or_below
4633,39,F,Primary_or_below
7668,57,F,Primary_or_below
2398,32,M,Tertiary
1838,54,F,Primary_or_below
1574,73,M,Primary_or_below
2354,59,M,Tertiary
8402,49,M,Primary_or_below
5824,46,F,Primary_or_below
10838,31,F,Secondary
8711,37,F,Tertiary
4163,24,M,Tertiary
8860,55,M,Primary_or_below
6208,42,F,Tertiary
8905,77,F,Primary_or_below
4508,59,M,Secondary
10334,70,M,Secondary
5441,73,F,Primary_or_below
7487,58,F,Tertiary
4656,53,M,Secondary
6624,49,M,Tertiary
1699,69,M,Secondary
9071,69,F,Secondary
9057,28,M,Primary_or_below
5862,29,M,Tertiary
8190,22,M,Primary_or_below
9197,74,M,Tertiary
10710,66,M,Primary_or_below
7908,60,M,Secondary
3965,78,M,Secondary
3923,28,M,Tertiary
3627,42,M,Secondary
4082,63,F,Secondary
9582,48,F,Secondary
9446,52,M,Secondary
9658,23,F,Secondary
9481,54,F,Primary_or_below
9696,20,F,Primary_or_below
4807,37,M,Primary_or_below
3556,73,F,Tertiary
9804,49,M,Tertiary
9938,29,F,Secondary
8727,57,M,Tertiary
10047,22,M,Tertiary
10898,71,F,Secondary
10195,51,F,Secondary
7768,34,M,Tertiary
9956,27,F,Tertiary
1519,60,F,Primary_or_below
8921,66,M,Tertiary
1260,18,F,Secondary
10390,37,M,Secondary
1293,63,M,Primary_or_below
3658,62,F,Tertiary
10517,68,M,Primary_or_below
5867,39,M,Secondary
10790,66,M,Secondary
2930,46,F,Tertiary
10712,78,F,Secondary
7054,74,M,Primary_or_below
3017,34,F,Secondary
1115,33,F,Secondary
3950,33,M,Secondary
1246,30,F,Tertiary
5075,44,M,Tertiary
5582,38,F,Tertiary
6559,20,M,Secondary
3563,61,M,Secondary
4494,48,M,Tertiary
5164,55,F,Tertiary
6586,25,F,Primary_or_below
1703,23,M,Secondary
1752,40,M,Tertiary
1110,40,M,Tertiary
8679,48,F,Secondary
1828,78,M,Tertiary
1845,43,M,Tertiary
2057,32,F,Secondary
2115,40,F,Tertiary
2211,75,M,Tertiary
7740,18,F,Tertiary
3897,25,F,Tertiary
2536,31,M,Tertiary
2641,56,F,Primary_or_below
2934,43,F,Secondary
2886,18,M,Primary_or_below
3299,64,F,Secondary
1677,41,F,Primary_or_below
10057,57,F,Primary_or_below
7759,21,M,Primary_or_below
3391,79,F,Secondary
6212,28,F,Tertiary
3562,54,F,Tertiary
3569,77,M,Secondary
3571,44,M,Tertiary
4960,37,F,Secondary
10653,57,F,Primary_or_below
2404,71,F,Tertiary
9933,19,M,Tertiary
10199,19,M,Secondary
2626,29,M,Tertiary
3945,68,F,Secondary
2190,42,F,Primary_or_below
4289,67,M,Primary_or_below
10279,57,M,Tertiary
1575,20,F,Secondary
4361,21,M,Primary_or_below
4316,72,M,Primary_or_below
10741,48,M,Secondary
5520,53,F,Primary_or_below
10601,41,M,Secondary
4175,36,M,Tertiary
4687,63,M,Tertiary
3537,32,F,Secondary
5859,49,M,Primary_or_below
5558,32,F,Secondary
1283,73,F,Tertiary
10776,70,F,Secondary
10974,66,F,Secondary
3502,28,F,Primary_or_below
1124,60,F,Primary_or_below
2410,26,F,Secondary
4462,37,M,Primary_or_below
5498,51,M,Tertiary
7760,31,F,Secondary
2799,35,M,Primary_or_below
7073,70,M,Secondary
6006,55,F,Tertiary
6000,50,F,Secondary
6022,73,M,Primary_or_below
4231,39,M,Primary_or_below
4642,74,F,Secondary
6437,65,F,Secondary
9944,21,F,Primary_or_below
7724,19,F,Tertiary
7250,80,M,Primary_or_below
10007,23,F,Secondary
7098,18,M,Secondary
9015,54,F,Secondary
7513,47,F,Primary_or_below
1439,75,F,Primary_or_below
8710,54,F,Primary_or_below
4318,40,F,Tertiary
6849,67,M,Secondary
3831,70,M,Primary_or_below
8789,77,M,Secondary
9627,72,M,Secondary
3859,58,F,Secondary
10025,65,F,Tertiary
10879,75,F,Secondary
8224,26,F,Tertiary
7982,22,F,Secondary
7947,79,M,Secondary
1501,35,M,Tertiary
4409,19,M,Primary_or_below
3351,58,M,Tertiary
6853,80,F,Secondary
10412,19,F,Tertiary
8221,34,F,Tertiary
9685,66,F,Secondary
8331,44,F,Tertiary
10053,75,M,Primary_or_below
8759,31,M,Tertiary
8600,73,M,Tertiary
3523,18,M,Primary_or_below
8624,50,M,Primary_or_below
10326,64,M,Tertiary
1773,36,F,Tertiary
5017,25,M,Secondary
6589,58,F,Primary_or_below
9049,48,F,Secondary
5447,76,F,Tertiary
5759,66,F,Tertiary
2333,42,M,Tertiary
9928,20,M,Primary_or_below
9164,50,M,Secondary
2347,58,F,Primary_or_below
9375,56,F,Tertiary
5329,40,F,Primary_or_below
1723,45,F,Primary_or_below
2009,66,F,Primary_or_below
9469,28,M,Primary_or_below
7135,46,M,Tertiary
9886,27,M,Tertiary
2535,65,F,Tertiary
4941,50,M,Secondary
2826,64,F,Secondary
8182,75,M,Secondary
9567,29,F,Secondary
5825,39,F,Tertiary
8294,24,F,Primary_or_below
9379,28,M,Tertiary
6001,61,F,Tertiary
3963,41,F,Primary_or_below
5241,62,M,Primary_or_below
6450,46,F,Tertiary
10704,43,F,Primary_or_below
10675,24,F,Primary_or_below
6626,44,M,Tertiary
10411,80,M,Tertiary
1006,71,M,Secondary
6897,28,F,Primary_or_below
8213,78,F,Primary_or_below
1367,25,M,Primary_or_below
1297,52,F,Secondary
7950,51,M,Secondary
1420,18,F,Primary_or_below
4072,33,M,Tertiary
7849,26,F,Tertiary
1702,21,M,Primary_or_below
3102,69,M,Primary_or_below
1761,26,F,Secondary
8539,49,M,Tertiary
10846,37,M,Tertiary
5340,23,F,Tertiary
1480,77,M,Tertiary
2320,27,F,Primary_or_below
3857,29,M,Tertiary
10260,75,M,Primary_or_below
4822,73,F,Tertiary
7647,58,M,Secondary
7815,53,F,Primary_or_below
2508,70,M,Secondary
2617,32,F,Primary_or_below
9642,56,M,Primary_or_below
5654,33,M,Secondary
4119,74,M,Tertiary
5890,49,F,Primary_or_below
9240,65,M,Secondary
3021,36,F,Tertiary
2981,64,M,Secondary
9359,69,F,Secondary
3141,18,F,Secondary
3082,25,M,Tertiary
3212,58,M,Tertiary
3194,22,M,Secondary
5616,72,M,Primary_or_below
5667,76,M,Primary_or_below
5311,48,F,Primary_or_below
6711,34,M,Secondary
3615,59,M,Primary_or_below
3637,77,F,Secondary
5317,52,F,Secondary
3728,52,F,Primary_or_below
7233,58,M,Tertiary
7008,29,M,Primary_or_below
3759,73,F,Primary_or_below
2867,34,M,Primary_or_below
7698,24,M,Primary_or_below
10539,66,M,Tertiary
4314,62,F,Tertiary
4150,62,M,Tertiary
7999,70,F,Tertiary
7120,55,F,Secondary
5090,72,M,Tertiary
1521,74,M,Primary_or_below
2801,59,F,Tertiary
5621,71,F,Tertiary
7838,35,M,Primary_or_below
8368,74,F,Secondary
4392,63,M,Primary_or_below
4876,66,F,Tertiary
3587,52,M,Tertiary
4729,37,M,Secondary
7877,33,F,Secondary
10924,48,M,Tertiary
4707,70,M,Primary_or_below
4757,33,M,Tertiary
10046,52,M,Tertiary
9929,80,M,Primary_or_below
6846,70,M,Secondary
8297,34,M,Tertiary
5067,62,F,Secondary
5151,71,M,Tertiary
3187,41,M,Tertiary
9904,35,F,Primary_or_below
5111,48,M,Primary_or_below
6757,35,M,Tertiary
10921,39,M,Secondary
5547,60,M,Primary_or_below
9320,59,F,Secondary
5665,30,M,Primary_or_below
5694,26,F,Tertiary
9669,54,M,Primary_or_below
2487,74,M,Tertiary
6125,46,M,Primary_or_below
8308,42,M,Secondary
3544,35,F,Secondary
8945,25,F,Primary_or_below
4551,73,M,Tertiary
1252,39,M,Tertiary
6572,46,M,Secondary
8323,22,F,Tertiary
3871,79,M,Tertiary
8125,49,M,Tertiary
4780,18,M,Tertiary
8668,49,F,Secondary
3209,33,M,Tertiary
10213,18,M,Secondary
2305,79,F,Primary_or_below
2705,43,M,Primary_or_below
3629,77,M,Tertiary
9338,73,M,Secondary
2098,26,M,Secondary
2672,76,F,Secondary
2003,27,F,Primary_or_below
10421,61,M,Tertiary
8924,24,M,Primary_or_below
7750,58,M,Primary_or_below
7845,50,F,Tertiary
3077,24,F,Primary_or_below
5412,62,F,Secondary
7590,47,M,Primary_or_below
2345,28,F,Primary_or_below
3588,39,M,Primary_or_below
8936,55,F,Secondary
2609,36,F,Tertiary
8523,48,M,Primary_or_below
2539,29,F,Tertiary
10632,35,F,Secondary
8442,65,M,Tertiary
7027,73,M,Secondary
4611,58,F,Tertiary
8585,66,F,Tertiary
8541,68,F,Secondary
8634,74,M,Secondary
6103,68,F,Primary_or_below
8684,48,M,Primary_or_below
4290,31,F,Secondary
6449,44,F,Primary_or_below
5721,62,F,Tertiary
3718,28,M,Tertiary
1391,45,F,Tertiary
10281,18,F,Secondary
8892,62,M,Primary_or_below
10349,63,F,Tertiary
4056,78,F,Primary_or_below
9315,54,F,Tertiary
7514,48,M,Secondary
9163,67,F,Secondary
1182,63,F,Secondary
9201,69,M,Tertiary
2650,80,M,Tertiary
2651,53,F,Primary_or_below
9066,80,F,Tertiary
9130,53,M,Secondary
8437,45,M,Tertiary
7964,61,F,Tertiary
10283,79,F,Primary_or_below
9036,65,F,Primary_or_below
3200,72,F,Secondary
9176,43,F,Secondary
9653,26,F,Secondary
7308,68,F,Tertiary
4109,21,F,Tertiary
4388,39,F,Secondary
3199,66,M,Tertiary
10821,28,M,Secondary
9894,22,M,Primary_or_below
9907,21,F,Secondary
2913,34,M,Primary_or_below
10005,29,M,Tertiary
3521,46,F,Secondary
2592,35,F,Secondary
9118,44,F,Secondary
10106,68,M,Tertiary
10153,63,M,Tertiary
6388,49,M,Tertiary
9475,26,F,Secondary
4264,73,F,Tertiary
6575,18,F,Primary_or_below
2646,62,M,Secondary
10301,31,M,Primary_or_below
10624,39,F,Primary_or_below
10337,60,M,Primary_or_below
6273,27,M,Primary_or_below
7477,71,M,Tertiary
10188,28,M,Secondary
8512,29,M,Tertiary
10987,37,M,Secondary
3880,18,M,Tertiary
10651,30,M,Secondary
10641,36,F,Secondary
7527,21,M,Primary_or_below
7436,35,F,Secondary
6059,37,M,Secondary
10881,68,M,Tertiary
10869,63,M,Tertiary
2273,25,M,Primary_or_below
10918,59,M,Tertiary
3905,50,M,Primary_or_below
1004,44,F,Primary_or_below
1127,45,F,Primary_or_below
1151,21,F,Primary_or_below
6121,69,F,Primary_or_below
8791,33,M,Tertiary
8614,19,F,Secondary
1204,70,F,Primary_or_below
7093,61,F,Secondary
1861,58,F,Primary_or_below
9961,41,M,Secondary
2686,36,F,Tertiary
1358,43,F,Tertiary
1614,79,M,Primary_or_below
1466,69,F,Primary_or_below
1476,72,F,Primary_or_below
8129,38,M,Primary_or_below
9217,72,M,Tertiary
9652,72,F,Primary_or_below
1648,19,M,Tertiary
5672,20,M,Secondary
1107,70,F,Tertiary
1837,40,F,Secondary
1895,20,M,Tertiary
1906,63,M,Secondary
10779,76,M,Primary_or_below
6584,54,F,Primary_or_below
1858,71,M,Secondary
2034,70,M,Secondary
8111,24,F,Primary_or_below
1999,21,M,Primary_or_below
7810,47,F,Primary_or_below
6759,77,M,Primary_or_below
5992,59,F,Primary_or_below
1862,32,M,Tertiary
8419,18,M,Secondary
6433,46,M,Tertiary
1334,36,F,Secondary
8073,35,M,Secondary
6826,21,M,Primary_or_below
1425,30,M,Tertiary
3128,45,F,Tertiary
8507,76,M,Tertiary
6089,65,F,Tertiary
3674,51,F,Primary_or_below
6960,50,F,Primary_or_below
5278,79,M,Tertiary
10661,26,M,Secondary
10911,63,F,Secondary
6542,73,M,Primary_or_below
7934,80,M,Tertiary
9518,34,F,Secondary
6952,25,M,Tertiary
5749,50,F,Tertiary
8833,38,M,Primary_or_below
9304,66,F,Secondary
3162,61,F,Tertiary
2166,61,F,Secondary
8484,23,F,Secondary
1215,79,F,Tertiary
10353,45,M,Tertiary
7506,41,F,Tertiary
6856,48,F,Primary_or_below
5350,75,F,Primary_or_below
2015,42,F,Primary_or_below
3029,19,M,Primary_or_below
2494,71,M,Primary_or_below
4641,55,M,Tertiary
2495,47,M,Primary_or_below
2708,41,F,Tertiary
2760,62,F,Primary_or_below
3089,38,F,Primary_or_below
2953,58,F,Primary_or_below
3093,26,M,Tertiary
10397,18,F,Tertiary
7524,45,M,Secondary
6872,49,M,Primary_or_below
3168,67,M,Tertiary
3324,76,M,Secondary
4935,53,M,Tertiary
7364,36,F,Primary_or_below
3452,66,M,Secondary
3459,20,F,Tertiary
2817,35,M,Secondary
3626,80,M,Secondary
2578,58,F,Tertiary
8505,28,M,Primary_or_below
6155,58,M,Primary_or_below
3833,50,F,Tertiary
3823,44,F,Secondary
1631,51,M,Secondary
3961,80,F,Secondary
4378,62,F,Tertiary
6488,54,F,Tertiary
4585,21,M,Primary_or_below
8678,69,M,Secondary
10464,36,M,Secondary
4139,62,F,Secondary
4178,48,F,Tertiary
3243,66,M,Secondary
1177,34,M,Tertiary
4312,58,F,Tertiary
9823,29,M,Primary_or_below
4444,57,M,Secondary
6552,54,F,Tertiary
7414,56,M,Primary_or_below
10954,51,M,Secondary
2423,20,F,Tertiary
3300,43,M,Primary_or_below
4689,24,F,Secondary
7263,24,M,Primary_or_below
2911,74,F,Secondary
4982,80,F,Primary_or_below
5004,43,F,Primary_or_below
9146,58,M,Tertiary
7403,20,F,Tertiary
8656,68,F,Secondary
9223,79,M,Secondary
6444,41,M,Secondary
1255,69,F,Primary_or_below
9668,64,M,Tertiary
3201,61,F,Secondary
5517,49,F,Tertiary
4116,28,M,Tertiary
2749,29,M,Primary_or_below
1034,18,F,Primary_or_below
4259,31,F,Tertiary
7057,67,M,Secondary
5751,57,F,Primary_or_below
1729,79,M,Tertiary
7426,73,M,Secondary
8497,63,F,Primary_or_below
5800,25,F,Tertiary
2381,25,M,Primary_or_below
8788,77,F,Tertiary
10953,27,M,Secondary
5031,21,M,Tertiary
4652,67,F,Secondary
7962,59,M,Secondary
6927,44,M,Tertiary
1306,67,M,Tertiary
10816,68,F,Secondary
8975,22,M,Secondary
8116,51,F,Tertiary
4202,61,M,Tertiary
9750,51,F,Primary_or_below
2964,63,F,Tertiary
3204,61,M,Secondary
10845,63,M,Secondary
2538,57,M,Tertiary
1180,19,M,Primary_or_below
3181,60,M,Primary_or_below
6694,62,F,Primary_or_below
8758,44,M,Primary_or_below
8841,66,F,Primary_or_below
8884,22,F,Tertiary
9598,49,F,Tertiary
2050,34,M,Tertiary
8566,60,M,Secondary
1762,32,M,Primary_or_below
6105,59,F,Primary_or_below
1527,46,M,Primary_or_below
9256,42,F,Secondary
1874,64,F,Tertiary
9045,80,M,Primary_or_below
5432,74,F,Tertiary
9303,61,M,Tertiary
10319,48,F,Secondary
4782,47,F,Primary_or_below
3468,58,M,Primary_or_below
4152,60,F,Secondary
1139,29,F,Secondary
10657,51,F,Secondary
5709,55,M,Primary_or_below
9430,19,M,Tertiary
2933,22,F,Primary_or_below
1303,54,M,Tertiary
9870,33,M,Secondary
3211,51,M,Tertiary
3772,72,F,Secondary
8249,43,F,Primary_or_below
3238,44,F,Primary_or_below
10303,63,F,Secondary
10372,29,M,Secondary
7607,55,F,Secondary
5804,38,F,Tertiary
1778,44,F,Tertiary
7408,79,F,Primary_or_below
3076,30,F,Primary_or_below
1635,67,F,Secondary
4626,60,M,Primary_or_below
1491,54,F,Primary_or_below
3999,59,M,Primary_or_below
1063,31,M,Secondary
8534,31,F,Tertiary
6830,54,F,Secondary
1183,18,F,Primary_or_below
10968,50,M,Tertiary
6631,20,M,Primary_or_below
4759,43,M,Secondary
8909,48,M,Tertiary
3826,42,F,Primary_or_below
5919,45,F,Primary_or_below
5866,79,M,Secondary
1683,55,F,Primary_or_below
8891,55,F,Secondary
6779,69,M,Tertiary
3786,64,M,Secondary
2020,26,M,Primary_or_below
1137,27,F,Primary_or_below
3602,69,M,Secondary
1284,41,M,Tertiary
10938,80,M,Secondary
9377,22,F,Primary_or_below
8255,72,F,Primary_or_below
10395,31,M,Tertiary
2468,66,M,Tertiary
2716,51,M,Tertiary
6761,32,F,Tertiary
2443,61,M,Primary_or_below
5763,53,M,Secondary
2814,30,F,Secondary
3617,49,M,Tertiary
2926,53,F,Secondary
1257,54,F,Tertiary
3004,36,M,Tertiary
3932,68,M,Primary_or_below
3929,44,M,Tertiary
7124,58,F,Primary_or_below
1991,71,M,Secondary
3101,72,M,Tertiary
10379,62,M,Secondary
5185,41,M,Secondary
1173,46,F,Secondary
1076,28,F,Primary_or_below
2802,29,F,Secondary
4540,62,F,Primary_or_below
1379,26,M,Tertiary
5756,77,F,Secondary
3348,33,F,Primary_or_below
9440,20,M,Tertiary
1821,69,F,Tertiary
7748,55,M,Secondary
8859,34,F,Primary_or_below
9770,74,F,Tertiary
3696,77,F,Secondary
10017,41,F,Primary_or_below
4023,53,F,Secondary
4007,43,F,Tertiary
4075,70,F,Primary_or_below
10015,22,M,Secondary
4123,42,F,Primary_or_below
8621,21,M,Tertiary
1552,72,M,Tertiary
4233,35,F,Tertiary
9307,53,M,Tertiary
8343,71,M,Tertiary
2063,77,M,Primary_or_below
3039,28,F,Primary_or_below
4280,34,M,Tertiary
4635,49,F,Secondary
7661,61,F,Secondary
3424,47,F,Tertiary
2176,26,F,Tertiary
5810,25,M,Secondary
8982,22,M,Primary_or_below
4415,68,F,Primary_or_below
9334,46,F,Tertiary
9606,66,F,Secondary
5977,38,F,Secondary
9167,44,F,Tertiary
3548,70,F,Tertiary
5508,66,F,Secondary
8288,33,M,Secondary
2853,70,F,Primary_or_below
1313,71,F,Tertiary
5723,21,F,Primary_or_below
2748,76,M,Tertiary
1217,57,M,Primary_or_below
4335,34,M,Tertiary
2480,53,F,Secondary
5777,46,F,Primary_or_below
5880,37,M,Tertiary
9438,38,M,Tertiary
2602,35,M,Primary_or_below
8284,23,M,Secondary
4400,20,M,Tertiary
10384,30,M,Primary_or_below
7275,40,F,Primary_or_below
9087,44,M,Secondary
7968,59,M,Secondary
6769,64,M,Primary_or_below
2500,54,F,Tertiary
6882,69,F,Primary_or_below
6946,54,M,Tertiary
4828,47,M,Primary_or_below
6945,71,F,Tertiary
5625,51,F,Secondary
7321,29,F,Primary_or_below
6794,67,M,Primary_or_below
9768,60,F,Primary_or_below
7497,54,F,Tertiary
9336,40,M,Primary_or_below
10995,80,F,Secondary
7620,70,F,Secondary
1380,72,M,Secondary
7088,35,F,Tertiary
7326,41,F,Secondary
1931,60,F,Primary_or_below
7227,63,F,Tertiary
3586,32,F,Tertiary
8305,37,M,Secondary
2389,64,F,Secondary
4038,51,F,Tertiary
5076,48,F,Secondary
5946,74,M,Primary_or_below
2883,29,F,Tertiary
7081,42,F,Tertiary
5551,51,F,Primary_or_below
8605,75,F,Secondary
10756,51,F,Secondary
9814,33,F,Secondary
7020,43,M,Tertiary
4516,25,F,Primary_or_below
3090,38,M,Secondary
3023,52,M,Primary_or_below
7071,55,F,Secondary
8836,57,F,Primary_or_below
8902,24,M,Tertiary
8555,61,M,Secondary
5461,57,F,Secondary
8471,45,F,Tertiary
5229,35,M,Primary_or_below
9221,22,M,Tertiary
6812,21,F,Primary_or_below
9247,80,F,Tertiary
4617,59,F,Secondary
10860,61,M,Tertiary
9342,31,F,Primary_or_below
5953,78,F,Primary_or_below
3752,80,F,Secondary
6219,24,M,Primary_or_below
9441,46,F,Tertiary
10575,44,F,Primary_or_below
6321,43,F,Secondary
7731,47,M,Secondary
3731,58,M,Tertiary
9095,23,F,Primary_or_below
9577,54,F,Secondary
4743,62,F,Primary_or_below
6722,40,F,Secondary
9695,74,F,Primary_or_below
9667,44,F,Primary_or_below
9825,49,M,Primary_or_below
9745,25,F,Tertiary
2064,26,M,Tertiary
10112,19,F,Secondary
10157,78,F,Secondary
3784,20,F,Primary_or_below
7139,34,M,Primary_or_below
3580,28,F,Primary_or_below
5467,19,F,Tertiary
6490,58,F,Secondary
4964,46,F,Tertiary
5043,79,M,Secondary
7046,27,F,Secondary
7115,34,M,Primary_or_below
5320,66,F,Secondary
2032,59,F,Secondary
6403,55,F,Tertiary
5602,31,F,Secondary
9448,46,F,Primary_or_below
3509,66,M,Tertiary
4634,67,F,Primary_or_below
7781,60,M,Primary_or_below
3256,69,F,Primary_or_below
4447,38,M,Primary_or_below
10443,20,F,Primary_or_below
3977,21,M,Secondary
10236,23,F,Tertiary
10055,39,M,Secondary
1291,32,F,Primary_or_below
10568,25,F,Tertiary
9949,53,F,Primary_or_below
3574,37,M,Secondary
3352,31,M,Tertiary
5898,27,M,Primary_or_below
4789,43,M,Secondary
3730,67,M,Tertiary
1505,79,F,Secondary
1811,29,F,Primary_or_below
7669,52,F,Primary_or_below
3806,50,M,Primary_or_below
2679,43,F,Primary_or_below
5275,19,M,Tertiary
1896,61,F,Tertiary
8870,79,M,Tertiary
4071,42,F,Tertiary
2613,41,F,Tertiary
3998,56,M,Tertiary
2256,28,F,Secondary
5895,74,F,Secondary
10142,76,M,Secondary
10109,72,M,Secondary
4073,20,F,Primary_or_below
4051,66,M,Secondary
1933,45,M,Secondary
2582,77,F,Tertiary
8366,18,M,Secondary
1286,57,F,Primary_or_below
9651,51,M,Tertiary
2769,53,F,Primary_or_below
8707,38,M,Primary_or_below
10077,41,F,Secondary
